Name: STRATO3, HW Version: 1.1, SW Version: 2.0, SN: 1001005000550
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Pressure [hPa];Batt Voltage [V];Logger Status
$;04:20:49;11:05:10;16.09.2020;Y;09;51 56.82592 N;014 35.37089 E;0.042;0.0;;92.3;34.375;29.250;35.774;1008.479;8.7;66673
$;04:20:51;11:05:12;16.09.2020;Y;09;51 56.82585 N;014 35.37089 E;0.092;0.1;;91.8;34.250;29.250;35.805;1008.419;8.7;66673
$;04:20:53;11:05:14;16.09.2020;Y;09;51 56.82589 N;014 35.37082 E;0.118;0.2;;92.5;34.500;29.250;35.812;1008.520;8.7;66673
$;04:20:55;11:05:16;16.09.2020;Y;09;51 56.82598 N;014 35.37093 E;0.120;0.2;;92.3;34.500;29.625;35.713;1008.669;8.7;66673
$;04:20:57;11:05:18;16.09.2020;Y;09;51 56.82613 N;014 35.37104 E;0.051;0.0;;92.4;34.625;29.250;35.744;1008.520;8.7;66673
$;04:20:59;11:05:20;16.09.2020;Y;09;51 56.82634 N;014 35.37109 E;0.249;0.4;;92.5;34.625;29.500;35.614;1008.500;8.7;66673
$;04:21:01;11:05:22;16.09.2020;Y;09;51 56.82629 N;014 35.37094 E;0.320;0.5;;92.8;34.375;29.250;35.584;1008.500;8.7;66673
$;04:21:03;11:05:24;16.09.2020;Y;09;51 56.82630 N;014 35.37076 E;0.156;0.2;;93.3;34.250;29.500;35.538;1008.489;8.7;66673
$;04:21:05;11:05:26;16.09.2020;Y;09;51 56.82638 N;014 35.37072 E;0.066;0.1;;93.3;34.250;29.250;35.439;1008.409;8.7;66673
$;04:21:07;11:05:28;16.09.2020;Y;09;51 56.82645 N;014 35.37060 E;0.183;0.3;;93.1;34.500;29.250;35.439;1008.510;8.7;66673
$;04:21:09;11:05:30;16.09.2020;Y;09;51 56.82650 N;014 35.37054 E;0.151;0.2;;93.1;34.625;29.250;35.461;1008.440;8.7;66673
$;04:21:11;11:05:32;16.09.2020;Y;08;51 56.82652 N;014 35.37064 E;0.110;0.2;;92.9;34.500;29.375;35.439;1008.539;8.7;66673
$;04:21:13;11:05:34;16.09.2020;Y;09;51 56.82659 N;014 35.37081 E;0.318;0.5;;92.7;34.500;29.375;35.423;1008.520;8.7;66673
$;04:21:15;11:05:36;16.09.2020;Y;09;51 56.82662 N;014 35.37097 E;0.100;0.1;;93.2;34.750;29.500;35.469;1008.619;8.7;66673
$;04:21:17;11:05:38;16.09.2020;Y;09;51 56.82672 N;014 35.37098 E;0.055;0.1;;93.3;34.625;29.125;35.576;1008.419;8.7;66673
$;04:21:19;11:05:40;16.09.2020;Y;09;51 56.82680 N;014 35.37104 E;0.073;0.1;;93.3;34.500;29.250;35.690;1008.559;8.7;66673
$;04:21:21;11:05:42;16.09.2020;Y;09;51 56.82679 N;014 35.37109 E;0.203;0.3;;93.2;34.500;29.125;35.774;1008.469;8.7;66673
$;04:21:23;11:05:44;16.09.2020;Y;09;51 56.82689 N;014 35.37125 E;0.093;0.1;;93.3;34.625;29.375;35.843;1008.580;8.7;66673
$;04:21:25;11:05:46;16.09.2020;Y;09;51 56.82708 N;014 35.37146 E;0.208;0.3;;93.2;34.750;29.250;35.873;1008.489;8.7;66673
$;04:21:27;11:05:48;16.09.2020;Y;09;51 56.82697 N;014 35.37126 E;0.168;0.3;;92.7;34.500;29.125;35.858;1008.349;8.7;66673
$;04:21:29;11:05:50;16.09.2020;Y;09;51 56.82698 N;014 35.37123 E;0.342;0.6;;92.2;34.750;29.250;35.812;1008.479;8.7;66673
$;04:21:31;11:05:52;16.09.2020;Y;09;51 56.82703 N;014 35.37136 E;0.169;0.3;;92.6;34.625;29.500;35.728;1008.340;8.7;66673
$;04:21:33;11:05:54;16.09.2020;Y;09;51 56.82730 N;014 35.37151 E;0.308;0.5;;92.7;34.750;29.125;35.713;1008.460;8.7;66673
$;04:21:35;11:05:56;16.09.2020;Y;09;51 56.82749 N;014 35.37153 E;0.285;0.5;;92.5;34.750;29.375;35.767;1008.450;8.7;66673
$;04:21:37;11:05:58;16.09.2020;Y;09;51 56.82753 N;014 35.37171 E;0.219;0.4;;92.8;34.750;29.250;35.805;1008.349;8.7;66673
$;04:21:39;11:06:00;16.09.2020;Y;09;51 56.82751 N;014 35.37190 E;0.107;0.1;;93.1;34.625;29.125;35.851;1008.549;8.7;66673
$;04:21:41;11:06:02;16.09.2020;Y;09;51 56.82754 N;014 35.37196 E;0.301;0.5;;93.0;34.625;29.0;35.927;1008.539;8.7;66673
$;04:21:43;11:06:04;16.09.2020;Y;09;51 56.82752 N;014 35.37201 E;0.107;0.1;;93.2;35.0;29.125;35.988;1008.539;8.7;66673
$;04:21:45;11:06:06;16.09.2020;Y;09;51 56.82736 N;014 35.37223 E;0.547;1.0;;93.7;34.625;29.250;36.49;1008.599;8.7;66673
$;04:21:47;11:06:08;16.09.2020;Y;09;51 56.82724 N;014 35.37239 E;0.501;0.9;;93.9;34.750;29.250;36.110;1008.549;8.7;66673
$;04:21:49;11:06:10;16.09.2020;Y;09;51 56.82741 N;014 35.37248 E;0.278;0.5;;94.0;34.625;29.250;36.163;1008.530;8.7;66673
$;04:21:51;11:06:12;16.09.2020;Y;09;51 56.82754 N;014 35.37247 E;0.225;0.4;;93.6;34.875;29.500;36.171;1008.500;8.7;66673
$;04:21:53;11:06:14;16.09.2020;Y;09;51 56.82759 N;014 35.37259 E;0.173;0.3;;93.5;34.875;29.500;36.156;1008.359;8.7;66673
$;04:21:55;11:06:16;16.09.2020;Y;09;51 56.82773 N;014 35.37265 E;0.119;0.2;;93.6;35.0;29.250;36.118;1008.429;8.7;66673
$;04:21:57;11:06:18;16.09.2020;Y;09;51 56.82775 N;014 35.37265 E;0.168;0.3;;93.7;34.625;29.250;36.79;1008.500;8.7;66673
$;04:21:59;11:06:20;16.09.2020;Y;09;51 56.82785 N;014 35.37239 E;0.457;0.8;;92.9;34.750;29.250;36.118;1008.570;8.7;66673
$;04:22:01;11:06:22;16.09.2020;Y;09;51 56.82772 N;014 35.37225 E;0.806;1.4;;92.9;35.0;29.250;36.156;1008.469;8.7;66673
$;04:22:03;11:06:24;16.09.2020;Y;09;51 56.82753 N;014 35.37209 E;0.105;0.1;;92.7;34.750;29.250;36.194;1008.679;8.7;66673
$;04:22:05;11:06:26;16.09.2020;Y;09;51 56.82753 N;014 35.37223 E;0.403;0.7;;92.2;34.875;29.500;36.209;1008.409;8.7;66673
$;04:22:07;11:06:28;16.09.2020;Y;09;51 56.82742 N;014 35.37223 E;0.088;0.1;;91.6;35.0;29.250;36.209;1008.500;8.7;66673
$;04:22:09;11:06:30;16.09.2020;Y;09;51 56.82744 N;014 35.37222 E;0.112;0.2;;90.5;34.750;29.125;36.209;1008.570;8.7;66673
$;04:22:11;11:06:32;16.09.2020;Y;09;51 56.82716 N;014 35.37232 E;0.413;0.7;;89.6;34.875;29.500;36.202;1008.479;8.7;66673
$;04:22:13;11:06:34;16.09.2020;Y;09;51 56.82720 N;014 35.37202 E;0.713;1.3;;89.5;35.0;29.125;36.171;1008.570;8.7;66673
$;04:22:15;11:06:36;16.09.2020;Y;09;51 56.82717 N;014 35.37198 E;0.039;0.0;;89.3;34.750;29.375;36.148;1008.409;8.7;66673
$;04:22:17;11:06:38;16.09.2020;Y;09;51 56.82708 N;014 35.37173 E;0.457;0.8;;89.3;34.875;29.500;36.125;1008.500;8.7;66673
$;04:22:19;11:06:40;16.09.2020;Y;09;51 56.82699 N;014 35.37183 E;0.045;0.0;;88.6;34.875;29.250;36.118;1008.469;8.7;66673
$;04:22:21;11:06:42;16.09.2020;Y;09;51 56.82709 N;014 35.37204 E;0.159;0.2;;88.2;34.875;29.375;36.125;1008.489;8.7;66673
$;04:22:23;11:06:44;16.09.2020;Y;09;51 56.82707 N;014 35.37191 E;0.164;0.3;;87.8;35.0;29.625;36.95;1008.510;8.7;66673
$;04:22:25;11:06:46;16.09.2020;Y;09;51 56.82685 N;014 35.37179 E;0.591;1.0;;87.2;35.0;29.375;36.79;1008.419;8.7;66673
$;04:22:27;11:06:48;16.09.2020;Y;09;51 56.82695 N;014 35.37171 E;0.215;0.3;;86.8;35.0;29.500;36.57;1008.469;8.7;66673
$;04:22:29;11:06:50;16.09.2020;Y;09;51 56.82701 N;014 35.37147 E;0.111;0.2;;86.7;35.0;29.625;36.11;1008.489;8.7;66673
$;04:22:31;11:06:52;16.09.2020;Y;09;51 56.82716 N;014 35.37120 E;0.193;0.3;;86.2;35.0;29.375;35.988;1008.440;8.7;66673
$;04:22:33;11:06:54;16.09.2020;Y;09;51 56.82710 N;014 35.37081 E;0.122;0.2;;86.1;35.0;29.375;35.996;1008.429;8.7;66673
$;04:22:35;11:06:56;16.09.2020;Y;09;51 56.82705 N;014 35.37064 E;0.067;0.1;;85.3;35.0;29.500;35.988;1008.580;8.7;66673
$;04:22:37;11:06:58;16.09.2020;Y;09;51 56.82698 N;014 35.37042 E;0.133;0.2;;84.6;34.875;29.500;35.988;1008.489;8.7;66673
$;04:22:39;11:07:00;16.09.2020;Y;09;51 56.82692 N;014 35.37014 E;0.710;1.3;;84.3;35.0;29.500;35.965;1008.489;8.7;66673
$;04:22:41;11:07:02;16.09.2020;Y;09;51 56.82695 N;014 35.36994 E;0.036;0.0;;83.9;35.0;29.500;35.927;1008.549;8.7;66673
$;04:22:43;11:07:04;16.09.2020;Y;09;51 56.82682 N;014 35.36994 E;0.346;0.6;;83.5;35.125;29.750;35.889;1008.530;8.7;66673
$;04:22:45;11:07:06;16.09.2020;Y;09;51 56.82659 N;014 35.37007 E;0.197;0.3;;82.8;35.0;29.625;35.866;1008.549;8.7;66673
$;04:22:47;11:07:08;16.09.2020;Y;09;51 56.82648 N;014 35.36986 E;0.195;0.3;;82.1;35.125;29.500;35.835;1008.359;8.7;66673
$;04:22:49;11:07:10;16.09.2020;Y;09;51 56.82645 N;014 35.37002 E;0.360;0.6;;82.1;35.0;29.500;35.812;1008.580;8.7;66673
$;04:22:51;11:07:12;16.09.2020;Y;09;51 56.82647 N;014 35.36996 E;0.245;0.4;;81.5;35.125;29.375;35.751;1008.510;8.7;66673
$;04:22:53;11:07:14;16.09.2020;Y;09;51 56.82637 N;014 35.36991 E;0.360;0.6;;81.3;35.0;29.500;35.728;1008.460;8.7;66673
$;04:22:55;11:07:16;16.09.2020;Y;09;51 56.82709 N;014 35.37033 E;4.263;7.8;54.72;80.8;35.125;29.875;35.286;1008.630;8.7;66673
$;04:22:57;11:07:18;16.09.2020;Y;09;51 56.82682 N;014 35.36959 E;0.283;0.5;;77.7;34.875;29.625;34.523;1009.99;8.7;66673
$;04:22:59;11:07:20;16.09.2020;Y;09;51 56.82686 N;014 35.37014 E;0.798;1.4;;74.7;35.125;29.500;34.370;1009.179;8.7;66673
$;04:23:01;11:07:22;16.09.2020;Y;09;51 56.82680 N;014 35.37019 E;0.648;1.2;;75.6;35.125;29.375;34.653;1009.169;8.7;66673
$;04:23:03;11:07:24;16.09.2020;Y;09;51 56.82668 N;014 35.37012 E;0.591;1.0;;74.5;35.125;29.750;34.569;1009.190;8.7;66673
$;04:23:05;11:07:26;16.09.2020;Y;09;51 56.82644 N;014 35.37069 E;0.370;0.6;;75.8;35.125;29.625;34.622;1009.80;8.7;66673
$;04:23:07;11:07:28;16.09.2020;Y;09;51 56.82627 N;014 35.37059 E;0.632;1.1;;75.1;35.250;29.500;34.721;1009.140;8.7;66673
$;04:23:09;11:07:30;16.09.2020;Y;09;51 56.82628 N;014 35.36980 E;0.199;0.3;;75.9;35.125;29.750;34.866;1009.280;8.7;66673
$;04:23:11;11:07:32;16.09.2020;Y;09;51 56.82607 N;014 35.36968 E;0.257;0.4;;76.7;35.125;29.500;34.470;1009.299;8.7;66673
$;04:23:13;11:07:34;16.09.2020;Y;09;51 56.82573 N;014 35.36957 E;0.437;0.8;;75.9;35.250;29.875;34.592;1009.299;8.7;66673
$;04:23:15;11:07:36;16.09.2020;Y;09;51 56.82589 N;014 35.36975 E;0.123;0.2;;76.1;35.250;29.625;34.699;1009.169;8.7;66677
$;04:23:17;11:07:38;16.09.2020;Y;09;51 56.82558 N;014 35.36970 E;0.235;0.4;;77.1;35.125;29.500;34.500;1009.169;8.7;66677
$;04:23:19;11:07:40;16.09.2020;Y;09;51 56.82569 N;014 35.36968 E;0.109;0.2;;76.6;35.250;29.625;34.599;1009.250;8.7;66677
$;04:23:21;11:07:42;16.09.2020;Y;09;51 56.82585 N;014 35.36971 E;0.372;0.6;;76.7;35.125;29.500;34.561;1009.90;8.7;66677
$;04:23:23;11:07:44;16.09.2020;Y;09;51 56.82593 N;014 35.36999 E;0.144;0.2;;76.2;35.125;29.500;34.752;1009.190;8.7;66677
$;04:23:25;11:07:46;16.09.2020;Y;09;51 56.82600 N;014 35.37002 E;0.146;0.2;;76.2;35.125;29.750;34.500;1009.39;8.7;66677
$;04:23:27;11:07:48;16.09.2020;Y;09;51 56.82623 N;014 35.37036 E;0.075;0.1;;76.4;35.250;29.750;34.500;1009.210;8.7;66677
$;04:23:29;11:07:50;16.09.2020;Y;09;51 56.82623 N;014 35.37068 E;0.262;0.4;;76.6;35.125;29.500;34.554;1009.179;8.7;66677
$;04:23:31;11:07:52;16.09.2020;Y;09;51 56.82628 N;014 35.37088 E;0.072;0.1;;76.9;35.375;29.625;34.622;1009.99;8.7;66677
$;04:23:33;11:07:54;16.09.2020;Y;09;51 56.82621 N;014 35.37079 E;0.142;0.2;;77.3;35.250;29.625;34.645;1009.200;8.7;66677
$;04:23:35;11:07:56;16.09.2020;Y;09;51 56.82609 N;014 35.37111 E;0.080;0.1;;77.5;35.250;29.750;34.683;1009.380;8.7;66677
$;04:23:37;11:07:58;16.09.2020;Y;09;51 56.82592 N;014 35.37127 E;0.112;0.2;;77.4;35.125;29.625;34.729;1009.200;8.7;66677
$;04:23:39;11:08:00;16.09.2020;Y;09;51 56.82586 N;014 35.37151 E;0.140;0.2;;77.0;35.125;29.500;34.737;1009.309;8.7;66677
$;04:23:41;11:08:02;16.09.2020;Y;09;51 56.82586 N;014 35.37145 E;0.057;0.1;;76.9;35.125;29.375;34.729;1009.289;8.7;66677
$;04:23:43;11:08:04;16.09.2020;Y;09;51 56.82588 N;014 35.37115 E;0.181;0.3;;77.6;35.375;29.375;34.805;1009.169;8.7;66677
$;04:23:45;11:08:06;16.09.2020;Y;09;51 56.82590 N;014 35.37089 E;0.226;0.4;;77.8;35.375;29.500;34.882;1009.179;8.7;66677
$;04:23:47;11:08:08;16.09.2020;Y;09;51 56.82537 N;014 35.36981 E;0.182;0.3;;77.7;35.375;29.625;34.836;1009.169;8.7;66677
$;04:23:49;11:08:10;16.09.2020;Y;09;51 56.82520 N;014 35.36955 E;0.229;0.4;;77.0;35.375;29.500;34.790;1009.179;8.7;66677
$;04:23:51;11:08:12;16.09.2020;Y;08;51 56.82517 N;014 35.36927 E;0.099;0.1;;76.7;35.500;29.375;34.912;1009.10;8.7;66677
$;04:23:53;11:08:14;16.09.2020;Y;09;51 56.82501 N;014 35.36903 E;0.155;0.2;;77.0;35.250;29.500;34.782;1009.190;8.7;66677
$;04:23:55;11:08:16;16.09.2020;Y;09;51 56.82501 N;014 35.36944 E;0.081;0.1;;77.4;35.500;29.500;34.889;1009.219;8.7;66677
$;04:23:57;11:08:18;16.09.2020;Y;09;51 56.82514 N;014 35.36957 E;0.190;0.3;;77.3;35.375;29.625;35.34;1009.239;8.7;66677
$;04:23:59;11:08:20;16.09.2020;Y;09;51 56.82499 N;014 35.36933 E;0.366;0.6;;77.7;35.125;29.625;34.821;1009.109;8.7;66677
$;04:24:01;11:08:22;16.09.2020;Y;09;51 56.82508 N;014 35.36909 E;0.054;0.1;;76.5;35.375;29.375;34.874;1009.190;8.7;66677
$;04:24:03;11:08:24;16.09.2020;Y;09;51 56.82515 N;014 35.36952 E;0.227;0.4;;76.8;35.125;29.375;34.706;1009.99;8.7;66677
$;04:24:05;11:08:26;16.09.2020;Y;09;51 56.82522 N;014 35.37036 E;0.294;0.5;;77.4;35.375;29.625;34.943;1008.989;8.7;66677
$;04:24:07;11:08:28;16.09.2020;Y;09;51 56.82514 N;014 35.37050 E;0.381;0.7;;77.2;35.375;29.500;34.882;1009.99;8.7;66677
$;04:24:09;11:08:30;16.09.2020;Y;09;51 56.82497 N;014 35.37069 E;0.114;0.2;;74.6;35.500;29.625;34.897;1009.99;8.7;66677
$;04:24:11;11:08:32;16.09.2020;Y;09;51 56.82492 N;014 35.37096 E;0.123;0.2;;74.9;35.375;29.625;34.897;1009.219;8.7;66677
$;04:24:13;11:08:34;16.09.2020;Y;09;51 56.82519 N;014 35.37084 E;0.294;0.5;;74.5;35.500;29.375;34.927;1009.169;8.7;66677
$;04:24:15;11:08:36;16.09.2020;Y;09;51 56.82507 N;014 35.37072 E;0.307;0.5;;74.4;35.625;29.750;34.851;1009.119;8.7;66677
$;04:24:17;11:08:38;16.09.2020;Y;09;51 56.82499 N;014 35.37061 E;0.143;0.2;;73.8;35.500;29.500;34.714;1009.99;8.7;66677
$;04:24:19;11:08:40;16.09.2020;Y;09;51 56.82514 N;014 35.37084 E;0.471;0.8;;73.8;35.500;29.500;35.19;1009.219;8.7;66677
$;04:24:21;11:08:42;16.09.2020;Y;09;51 56.82504 N;014 35.37063 E;0.168;0.3;;74.8;35.500;29.625;34.912;1009.219;8.7;66677
$;04:24:23;11:08:44;16.09.2020;Y;09;51 56.82504 N;014 35.37076 E;0.115;0.2;;74.2;35.375;29.625;34.897;1009.250;8.7;66677
$;04:24:25;11:08:46;16.09.2020;Y;09;51 56.82495 N;014 35.37071 E;0.095;0.1;;74.4;35.375;29.500;34.927;1009.109;8.7;66677
$;04:24:27;11:08:48;16.09.2020;Y;09;51 56.82490 N;014 35.37071 E;0.075;0.1;;74.1;35.500;29.625;34.966;1009.289;8.7;66677
$;04:24:29;11:08:50;16.09.2020;Y;09;51 56.82505 N;014 35.37049 E;0.190;0.3;;74.1;35.375;29.625;34.866;1009.200;8.7;66677
$;04:24:31;11:08:52;16.09.2020;Y;09;51 56.82500 N;014 35.37008 E;0.076;0.1;;74.3;35.375;29.625;34.767;1009.260;8.7;66677
$;04:24:33;11:08:54;16.09.2020;Y;09;51 56.82494 N;014 35.37031 E;0.080;0.1;;73.9;35.500;29.625;35.80;1009.109;8.7;66677
$;04:24:35;11:08:56;16.09.2020;Y;09;51 56.82546 N;014 35.37030 E;0.063;0.1;;74.3;35.500;29.500;34.767;1009.109;8.7;66677
$;04:24:37;11:08:58;16.09.2020;Y;09;51 56.82550 N;014 35.37020 E;0.160;0.2;;74.6;35.500;29.500;34.691;1009.289;8.7;66677
$;04:24:39;11:09:00;16.09.2020;Y;09;51 56.82543 N;014 35.37025 E;0.367;0.6;;75.0;35.375;29.500;34.897;1009.30;8.7;66677
$;04:24:41;11:09:02;16.09.2020;Y;09;51 56.82544 N;014 35.37001 E;0.174;0.3;;75.4;35.625;29.625;34.622;1009.159;8.7;66677
$;04:24:43;11:09:04;16.09.2020;Y;09;51 56.82536 N;014 35.36987 E;0.341;0.6;;75.5;35.625;29.625;34.653;1009.150;8.7;66677
$;04:24:45;11:09:06;16.09.2020;Y;09;51 56.82509 N;014 35.36985 E;0.075;0.1;;75.7;35.625;29.625;34.622;1009.289;8.7;66677
$;04:24:47;11:09:08;16.09.2020;Y;09;51 56.82546 N;014 35.37010 E;0.034;0.0;;75.4;35.375;29.500;34.897;1009.289;8.7;66677
$;04:24:49;11:09:10;16.09.2020;Y;09;51 56.82556 N;014 35.37023 E;0.282;0.5;;75.4;35.625;29.375;34.843;1009.239;8.7;66677
$;04:24:51;11:09:12;16.09.2020;Y;09;51 56.82555 N;014 35.37035 E;0.207;0.3;;75.6;35.500;29.625;34.683;1009.109;8.7;66677
$;04:24:53;11:09:14;16.09.2020;Y;09;51 56.82522 N;014 35.37019 E;0.266;0.4;;75.0;35.625;29.500;35.4;1009.219;8.7;66677
$;04:24:55;11:09:16;16.09.2020;Y;09;51 56.82527 N;014 35.37029 E;0.066;0.1;;75.4;35.750;29.625;34.691;1009.219;8.7;66677
$;04:24:57;11:09:18;16.09.2020;Y;09;51 56.82533 N;014 35.36994 E;0.291;0.5;;75.9;35.750;29.375;34.683;1009.99;8.7;66677
$;04:24:59;11:09:20;16.09.2020;Y;09;51 56.82513 N;014 35.36993 E;0.182;0.3;;76.7;35.625;29.500;34.386;1009.119;8.7;66677
$;04:25:01;11:09:22;16.09.2020;Y;09;51 56.82534 N;014 35.37011 E;0.495;0.9;;76.8;35.500;29.625;34.676;1009.109;8.7;66677
$;04:25:03;11:09:24;16.09.2020;Y;09;51 56.82544 N;014 35.36978 E;0.360;0.6;;76.5;35.750;29.375;34.592;1009.150;8.7;66677
$;04:25:05;11:09:26;16.09.2020;Y;09;51 56.82530 N;014 35.36952 E;0.471;0.8;;76.6;35.750;29.250;34.561;1009.179;8.7;66677
$;04:25:07;11:09:28;16.09.2020;Y;09;51 56.82520 N;014 35.36992 E;0.262;0.4;;77.2;35.500;29.250;34.279;1009.159;8.7;66673
$;04:25:09;11:09:30;16.09.2020;Y;09;51 56.82503 N;014 35.37030 E;0.090;0.1;;77.5;35.875;29.375;34.317;1009.150;8.7;66673
$;04:25:11;11:09:32;16.09.2020;Y;09;51 56.82495 N;014 35.37041 E;0.504;0.9;;76.9;35.625;29.625;34.576;1009.270;8.7;66673
$;04:25:13;11:09:34;16.09.2020;Y;09;51 56.82504 N;014 35.37033 E;0.600;1.1;;77.2;35.625;29.625;34.584;1009.270;8.7;66673
$;04:25:15;11:09:36;16.09.2020;Y;09;51 56.82514 N;014 35.37031 E;0.070;0.1;;77.3;35.750;29.250;34.615;1009.80;8.7;66673
$;04:25:17;11:09:38;16.09.2020;Y;09;51 56.82512 N;014 35.37022 E;0.594;1.1;;77.8;35.625;29.250;34.554;1009.150;8.7;66673
$;04:25:19;11:09:40;16.09.2020;Y;09;51 56.82489 N;014 35.36990 E;0.217;0.4;;78.8;35.875;29.250;34.775;1009.260;8.7;66673
$;04:25:21;11:09:42;16.09.2020;Y;09;51 56.82473 N;014 35.36960 E;0.776;1.4;;78.9;35.500;29.250;34.699;1009.280;8.7;66673
$;04:25:23;11:09:44;16.09.2020;Y;09;51 56.82472 N;014 35.36985 E;0.386;0.7;;78.5;35.625;29.500;34.615;1009.390;8.7;66673
$;04:25:25;11:09:46;16.09.2020;Y;09;51 56.82456 N;014 35.36995 E;0.525;0.9;;78.2;35.875;29.250;34.599;1009.380;8.7;66673
$;04:25:27;11:09:48;16.09.2020;Y;09;51 56.82460 N;014 35.37036 E;0.372;0.6;;77.7;35.875;29.375;34.813;1009.289;8.7;66673
$;04:25:29;11:09:50;16.09.2020;Y;09;51 56.82453 N;014 35.36994 E;0.354;0.6;;77.7;35.875;29.250;34.729;1009.340;8.7;66673
$;04:25:31;11:09:52;16.09.2020;Y;09;51 56.82465 N;014 35.37018 E;0.122;0.2;;77.6;35.625;29.125;34.958;1009.140;8.7;66673
$;04:25:33;11:09:54;16.09.2020;Y;09;51 56.82463 N;014 35.37043 E;0.238;0.4;;78.3;35.750;29.500;34.874;1009.140;8.7;66673
$;04:25:35;11:09:56;16.09.2020;Y;09;51 56.82460 N;014 35.37067 E;0.292;0.5;;78.0;35.875;29.375;34.645;1009.210;8.7;66673
$;04:25:37;11:09:58;16.09.2020;Y;09;51 56.82473 N;014 35.37142 E;0.236;0.4;;77.9;36.0;29.375;34.874;1009.280;8.7;66673
$;04:25:39;11:10:00;16.09.2020;Y;09;51 56.82451 N;014 35.37106 E;0.295;0.5;;77.5;35.625;29.375;34.699;1009.330;8.7;66673
$;04:25:41;11:10:02;16.09.2020;Y;09;51 56.82429 N;014 35.37064 E;0.566;1.0;;77.7;35.750;29.375;34.927;1009.309;8.7;66673
$;04:25:43;11:10:04;16.09.2020;Y;09;51 56.82424 N;014 35.37049 E;0.263;0.4;;78.3;36.0;29.500;34.737;1009.210;8.7;66673
$;04:25:45;11:10:06;16.09.2020;Y;09;51 56.82435 N;014 35.37036 E;0.336;0.6;;78.8;35.875;29.375;34.744;1009.349;8.7;66673
$;04:25:47;11:10:08;16.09.2020;Y;09;51 56.82445 N;014 35.37029 E;0.359;0.6;;79.1;35.750;29.250;34.905;1009.210;8.7;66673
$;04:25:49;11:10:10;16.09.2020;Y;09;51 56.82442 N;014 35.37066 E;0.558;1.0;;79.9;35.625;29.375;34.897;1009.179;8.7;66673
$;04:25:51;11:10:12;16.09.2020;Y;09;51 56.82408 N;014 35.37037 E;0.522;0.9;;80.0;35.750;29.250;35.133;1009.320;8.7;66673
$;04:25:53;11:10:14;16.09.2020;Y;09;51 56.82416 N;014 35.36990 E;0.216;0.4;;80.6;35.875;29.500;35.545;1009.260;8.7;66673
$;04:25:55;11:10:16;16.09.2020;Y;09;51 56.82433 N;014 35.36924 E;0.345;0.6;;80.0;36.0;29.500;35.95;1009.200;8.7;66673
$;04:25:57;11:10:18;16.09.2020;Y;09;51 56.82435 N;014 35.36872 E;0.457;0.8;;80.1;36.0;29.250;34.927;1009.210;8.7;66673
$;04:25:59;11:10:20;16.09.2020;Y;09;51 56.82446 N;014 35.36891 E;0.126;0.2;;80.7;35.875;29.250;34.729;1009.390;8.7;66673
$;04:26:01;11:10:22;16.09.2020;Y;09;51 56.82440 N;014 35.36868 E;0.198;0.3;;81.5;35.875;29.375;34.836;1009.299;8.7;66673
$;04:26:03;11:10:24;16.09.2020;Y;09;51 56.82439 N;014 35.36902 E;0.141;0.2;;81.8;35.625;29.250;34.958;1009.210;8.7;66673
$;04:26:05;11:10:26;16.09.2020;Y;09;51 56.82457 N;014 35.36894 E;0.186;0.3;;82.1;36.0;29.250;34.973;1009.330;8.7;66673
$;04:26:07;11:10:28;16.09.2020;Y;09;51 56.82444 N;014 35.36876 E;0.231;0.4;;82.4;35.875;29.250;35.88;1009.229;8.7;66673
$;04:26:09;11:10:30;16.09.2020;Y;09;51 56.82484 N;014 35.36904 E;0.203;0.3;;82.5;36.125;29.125;35.164;1009.330;8.7;66673
$;04:26:11;11:10:32;16.09.2020;Y;09;51 56.82483 N;014 35.36897 E;0.207;0.3;;82.4;35.875;29.125;35.645;1009.270;8.7;66673
$;04:26:13;11:10:34;16.09.2020;Y;09;51 56.82490 N;014 35.36909 E;0.133;0.2;;82.2;35.875;29.250;35.278;1009.119;8.7;66673
$;04:26:15;11:10:36;16.09.2020;Y;09;51 56.82524 N;014 35.36888 E;0.156;0.2;;82.9;35.750;29.375;35.225;1009.179;8.7;66673
$;04:26:17;11:10:38;16.09.2020;Y;09;51 56.82525 N;014 35.36845 E;0.557;1.0;;83.0;35.875;29.375;35.141;1009.299;8.7;66673
$;04:26:19;11:10:40;16.09.2020;Y;07;51 56.82509 N;014 35.36839 E;0.349;0.6;;81.6;36.0;29.125;35.4;1009.210;8.7;66673
$;04:26:21;11:10:42;16.09.2020;Y;09;51 56.82477 N;014 35.36832 E;0.263;0.4;;82.1;36.0;29.250;35.34;1009.140;8.7;66673
$;04:26:23;11:10:44;16.09.2020;Y;09;51 56.82456 N;014 35.36843 E;0.087;0.1;;82.5;36.0;29.375;34.958;1009.239;8.7;66673
$;04:26:25;11:10:46;16.09.2020;Y;09;51 56.82423 N;014 35.36834 E;0.225;0.4;;83.3;35.750;29.375;34.935;1009.280;8.7;66673
$;04:26:27;11:10:48;16.09.2020;Y;09;51 56.82431 N;014 35.36867 E;0.320;0.5;;83.3;35.875;29.125;35.57;1009.340;8.7;66673
